"Judet","Localitate","Agentie","Km","Cod rutare","ID localitate FAN","Litera cartare"
"Iasi","Vanatori (Popricani)","Iasi","0","2400","23899","F"
"Iasi","Vascani","Pascani","15","2480","14716","F"
"Iasi","Verseni (Miroslovesti)","Pascani","25","2480","31130","F"
"Iasi","Victoria","Iasi","26","2400","13843","F"
"Iasi","Visan","Iasi","0","2400","13844","F"
"Iasi","Vladeni","Iasi","40","2400","13845","F"
"Iasi","Vladiceni","Iasi","0","2400","13846","F"
"Iasi","Vladnicut","Pascani","25","2480","31383","F"
"Iasi","Vladomira","Iasi","39","2400","23900","F"
"Iasi","Vocotesti","Iasi","0","2400","23925","F"
"Iasi","Voinesti","Iasi","0","2400","13847","F"
"Iasi","Volintiresti","Pascani","30","2480","14717","F"
"Iasi","Vorovesti","Iasi","0","2400","23901","F"
"Iasi","Vulturi","Iasi","0","2400","23902","F"
"Iasi","Zaboloteni","Iasi","40","2400","13848","F"
"Iasi","Zagavia","Targu Frumos","32","2490","23608","F"
"Iasi","Zbereni","Targu Frumos","30","2490","18340","F"
"Iasi","Zberoaia","Iasi","49","2400","23903","F"
"Iasi","Zece Prajini","Roman","57","2850","27102","F"
"Iasi","Zlodica","Targu Frumos","22","2490","23609","F"
"Iasi","Zmeu","Targu Frumos","24","2490","18341","F"
"Ilfov","1 Decembrie","Bucuresti","0","7000","11338","B"
"Ilfov","Afumati","Bucuresti","0","7000","11339","B"
"Ilfov","Alunisu","Bucuresti","0","7000","11340","B"
"Ilfov","Balaceanca","Bucuresti","0","7000","11342","B"
"Ilfov","Balotesti","Bucuresti","0","7000","11344","B"
"Ilfov","Balta Neagra","Bucuresti","45","7000","26949","B"
"Ilfov","Balteni","Bucuresti","0","7000","11345","B"
"Ilfov","Berceni","Bucuresti","0","7000","11347","B"
"Ilfov","Bragadiru","Bucuresti","0","7000","11348","B"
"Ilfov","Branesti","Bucuresti","0","7000","11349","B"
"Ilfov","Buciumeni","Bucuresti","40","7000","11351","B"
"Ilfov","Buda","Bucuresti","0","7000","26985","B"
"Ilfov","Buftea","Bucuresti","0","7000","11353","B"
"Ilfov","Burias","Bucuresti","45","7000","26742","B"
"Ilfov","Caciulati","Bucuresti","0","7000","11355","B"
"Ilfov","Caldararu","Bucuresti","0","7000","11356","B"
"Ilfov","Catelu","Bucuresti","0","7000","26494","B"
"Ilfov","Cernica","Bucuresti","0","7000","11357","B"
"Ilfov","Chiajna","Bucuresti","0","7000","11358","B"
"Ilfov","Chitila","Bucuresti","0","7000","11359","B"
"Ilfov","Ciofliceni","Bucuresti","0","7000","11360","B"
"Ilfov","Ciolpani","Bucuresti","0","7000","11361","B"
"Ilfov","Ciorogarla","Bucuresti","0","7000","11362","B"
"Ilfov","Clinceni","Bucuresti","0","7000","11363","B"
"Ilfov","Copaceni","Bucuresti","0","7000","11365","B"
"Ilfov","Corbeanca","Bucuresti","0","7000","11366","B"
"Ilfov","Cornetu","Bucuresti","0","7000","11368","B"
"Ilfov","Cozieni","Bucuresti","0","7000","26879","B"
"Ilfov","Cretesti","Bucuresti","0","7000","11370","B"
"Ilfov","Cretuleasca","Bucuresti","0","7000","31436","B"
"Ilfov","Darasti-Ilfov","Bucuresti","0","7000","11372","B"
"Ilfov","Darvari IF","Bucuresti","0","7000","27031","B"
"Ilfov","Dascalu","Bucuresti","0","7000","11375","B"
"Ilfov","Dimieni","Bucuresti","0","7000","11377","B"
"Ilfov","Dobroesti","Bucuresti","0","7000","11378","B"
"Ilfov","Domnesti","Bucuresti","0","7000","11379","B"
"Ilfov","Dragomiresti-Deal","Bucuresti","0","7000","26741","B"
"Ilfov","Dragomiresti-Vale","Bucuresti","0","7000","26758","B"
"Ilfov","Dudu","Bucuresti","0","7000","11382","B"
"Ilfov","Dumbraveni","Bucuresti","0","7000","26900","B"
"Ilfov","Dumitrana","Bucuresti","0","7000","26708","B"
"Ilfov","Fundeni","Bucuresti","0","7000","11386","B"
"Ilfov","Gagu","Bucuresti","0","7000","11388","B"
"Ilfov","Ganeasa","Bucuresti","0","7000","11390","B"
"Ilfov","Ghermanesti","Bucuresti","0","7000","11391","B"
"Ilfov","Glina","Bucuresti","0","7000","11392","B"
"Ilfov","Gradistea","Bucuresti","0","7000","11397","B"
"Ilfov","Gruiu","Bucuresti","0","7000","11399","B"
"Ilfov","Islaz","Bucuresti","0","7000","11406","B"
"Ilfov","Izvorani","Bucuresti","40","7000","11407","B"
"Ilfov","Jilava","Bucuresti","0","7000","11408","B"
"Ilfov","Lipia","Bucuresti","0","7000","11410","B"
"Ilfov","Luparia","Bucuresti","0","7000","27295","B"
"Ilfov","Magurele","Bucuresti","0","7000","11412","B"
"Ilfov","Maineasca","Bucuresti","0","7000","26878","B"
"Ilfov","Manolache","Bucuresti","0","7000","26759","B"
"Ilfov","Merii Petchii","Bucuresti","50","7000","11414","B"
"Ilfov","Micsunestii Mari","Bucuresti","45","7000","11416","B"
"Ilfov","Micsunesti-Moara ","Bucuresti","45","7000","27290","B"
"Ilfov","Moara Domneasca","Bucuresti","0","7000","11417","B"
"Ilfov","Moara Vlasiei","Bucuresti","0","7000","11418","B"
"Ilfov","Mogosoaia","Bucuresti","0","7000","11419","B"
"Ilfov","Nuci","Bucuresti","45","7000","11423","B"
"Ilfov","Odaile","Bucuresti","0","7000","31347","B"
"Ilfov","Olteni","Bucuresti","0","7000","11424","B"
"Ilfov","Ordoreanu","Bucuresti","0","7000","27240","B"
"Ilfov","Ostratu","Bucuresti","0","7000","11426","B"
"Ilfov","Otopeni","Bucuresti","0","7000","11427","B"
"Ilfov","Pantelimon","Bucuresti","0","7000","11428","B"
"Ilfov","Pasarea(Ilfov)","Bucuresti","0","7000","11429","B"
"Ilfov","Peris","Bucuresti","0","7000","11430","B"
"Ilfov","Petrachioaia","Bucuresti","0","7000","11432","B"
"Ilfov","Petresti","Bucuresti","0","7000","11431","B"
"Ilfov","Pipera (Voluntari)","Bucuresti","0","7000","26851","B"
"Ilfov","Piscu","Bucuresti","40","7000","11433","B"
"Ilfov","Piteasca","Bucuresti","0","7000","11435","B"
"Ilfov","Popesti-Leordeni","Bucuresti","0","7000","26658","B"
"Ilfov","Posta","Bucuresti","0","7000","26757","B"
"Ilfov","Pruni","Bucuresti","0","7000","11444","B"
"Ilfov","Rosu","Bucuresti","0","7000","11447","B"
"Ilfov","Rudeni","Bucuresti","0","7000","11448","B"
"Ilfov","Saftica","Bucuresti","0","7000","11449","B"
"Ilfov","Santu-Floresti","Bucuresti","40","7000","26771","B"
"Ilfov","Silistea Snagovului","Bucuresti","0","7000","26793","B"
"Ilfov","Sindrilita","Bucuresti","0","7000","11455","B"
"Ilfov","Sintesti","Bucuresti","0","7000","11456","B"
"Ilfov","Sitaru","Bucuresti","40","7000","11457","B"
"Ilfov","Snagov","Bucuresti","0","7000","11458","B"
"Ilfov","Stefanestii de Jos","Bucuresti","0","7000","11461","B"
"Ilfov","Stefanestii de Sus","Bucuresti","0","7000","27236","B"
"Ilfov","Surlari","Bucuresti","0","7000","26762","B"
"Ilfov","Tamasi","Bucuresti","0","7000","11463","B"
"Ilfov","Tancabesti","Bucuresti","0","7000","11464","B"
"Ilfov","Tanganu","Bucuresti","0","7000","11465","B"
"Ilfov","Teghes","Bucuresti","0","7000","27196","B"
"Ilfov","Tunari","Bucuresti","0","7000","11468","B"
"Ilfov","Vadu Anei","Bucuresti","25","7000","31398","B"
"Ilfov","Vanatori","Bucuresti","0","7000","26756","B"
"Ilfov","Varteju","Bucuresti","0","7000","11472","B"
"Ilfov","Vidra","Bucuresti","0","7000","11474","B"
"Ilfov","Vladiceasca","Bucuresti","0","7000","11475","B"
"Ilfov","Voluntari","Bucuresti","0","7000","11476","B"
"Ilfov","Zurbaua","Bucuresti","0","7000","11477","B"
"Maramures","Ardusat","Baia Mare","30","2500","10606","F"
"Maramures","Arduzel","Baia Mare","45","2500","10607","F"
"Maramures","Ariesu de Camp","Baia Mare","35","2500","10608","F"
"Maramures","Ariesu de Padure","Baia Mare","0","2500","22809","F"
"Maramures","Arinis","Baia Mare","40","2500","10609","F"
"Maramures","Aspra","Baia Mare","55","2500","22810","F"
"Maramures","Asuaju de Jos","Baia Mare","70","2500","10610","F"
"Maramures","Asuaju de Sus","Baia Mare","65","2500","10611","F"
"Maramures","Baba","Baia Mare","70","2500","10613","F"
"Maramures","Baia Mare","Baia Mare","0","2500","5","F"
"Maramures","Baia Sprie","Baia Mare","0","2500","10615","F"
"Maramures","Baile Borsa","Sighetu Marmatiei","80","2580","15654","F"
"Maramures","Baita","Baia Mare","0","2500","10616","F"
"Maramures","Baita de sub Codru","Baia Mare","60","2500","22811","F"
"Maramures","Baiut","Baia Mare","70","2500","10618","F"
"Maramures","Bargau","Baia Mare","0","2500","10619","F"
"Maramures","Barsana","Sighetu Marmatiei","0","2580","15655","F"
"Maramures","Basesti","Baia Mare","70","2500","10620","F"
"Maramures","Berbesti","Sighetu Marmatiei","0","2580","15656","F"
"Maramures","Berchez","Baia Mare","26","2500","10621","F"
"Maramures","Berchezoaia","Baia Mare","30","2500","10622","F"
"Maramures","Berinta","Baia Mare","0","2500","10623","F"
"Maramures","Bicaz","Baia Mare","70","2500","10624","F"
"Maramures","Bistra","Sighetu Marmatiei","60","2580","15657","F"
"Maramures","Blidari","Baia Mare","25","2500","10625","F"
"Maramures","Bocicoel","Sighetu Marmatiei","65","2580","15658","F"
"Maramures","Bocicoiu Mare","Sighetu Marmatiei","0","2580","15659","F"
"Maramures","Bogdan Voda","Sighetu Marmatiei","40","2580","15660","F"
"Maramures","Boiereni","Baia Mare","45","2500","10626","F"
"Maramures","Boiu Mare","Baia Mare","45","2500","10627","F"
"Maramures","Bontaieni","Baia Mare","25","2500","10628","F"
"Maramures","Borcut","Baia Mare","54","2500","22812","F"
"Maramures","Borsa","Sighetu Marmatiei","70","2580","15661","F"
"Maramures","Botiza","Sighetu Marmatiei","65","2580","15663","F"
"Maramures","Bozanta Mare","Baia Mare","0","2500","10630","F"
"Maramures","Bozanta Mica","Baia Mare","0","2500","10631","F"
"Maramures","Breb","Sighetu Marmatiei","25","2580","15664","F"
"Maramures","Brebeni","Baia Mare","40","2500","10632","F"
"Maramures","Buciumi","Baia Mare","30","2500","10633","F"
"Maramures","Budesti","Sighetu Marmatiei","40","2580","15665","F"
"Maramures","Busag","Baia Mare","0","2500","10634","F"
"Maramures","Buteasa","Baia Mare","50","2500","10635","F"
"Maramures","Buzesti","Baia Mare","27","2500","10636","F"
"Maramures","Calinesti","Sighetu Marmatiei","30","2580","15666","F"
"Maramures","Campulung la Tisa","Sighetu Marmatiei","0","2580","22839","F"
"Maramures","Carbunari","Baia Mare","0","2500","10637","F"
"Maramures","Carpinis","Baia Mare","30","2500","10638","F"
"Maramures","Catalina","Baia Mare","0","2500","10639","F"
"Maramures","Cavnic","Baia Mare","30","2500","10640","F"
"Maramures","Cernesti","Baia Mare","35","2500","10641","F"
"Maramures","Cetatele","Baia Mare","0","2500","10642","F"
"Maramures","Chechis","Baia Mare","0","2500","10643","F"
"Maramures","Chelinta","Baia Mare","45","2500","10644","F"
"Maramures","Chiuzbaia","Baia Mare","25","2500","10645","F"
"Maramures","Cicarlau","Baia Mare","0","2500","10646","F"
"Maramures","Ciocotis","Baia Mare","50","2500","10647","F"
"Maramures","Ciolt","Baia Mare","40","2500","10648","F"
"Maramures","Ciuta","Baia Mare","70","2500","22813","F"
"Maramures","Coas","Baia Mare","0","2500","10649","F"
"Maramures","Codru Butesii","Baia Mare","40","2500","10650","F"
"Maramures","Coltau","Baia Mare","0","2500","10651","F"
"Maramures","Coltirea","Baia Mare","0","2500","10652","F"
"Maramures","Copalnic","Baia Mare","25","2500","22814","F"
"Maramures","Copalnic-Deal","Baia Mare","30","2500","22815","F"
"Maramures","Copalnic-Manastur","Baia Mare","30","2500","10653","F"
"Maramures","Cornesti","Sighetu Marmatiei","30","2580","15668","F"
"Maramures","Corni","Baia Mare","65","2500","22816","F"
"Maramures","Coroieni","Baia Mare","70","2500","10654","F"
"Maramures","Coruia","Baia Mare","0","2500","10655","F"
"Maramures","Costeni","Baia Mare","55","2500","10656","F"
"Maramures","Costiui","Sighetu Marmatiei","35","2580","15669","F"
"Maramures","Craciunesti","Sighetu Marmatiei","0","2580","15670","F"
"Maramures","Crasna Viseului","Sighetu Marmatiei","30","2580","15671","F"
"Maramures","Cufoaia","Baia Mare","45","2500","10657","F"
"Maramures","Culcea","Baia Mare","0","2500","10658","F"
"Maramures","Cupseni","Baia Mare","70","2500","10659","F"
"Maramures","Curtuiusu Mare","Baia Mare","40","2500","22817","F"
"Maramures","Curtuiusu Mic","Baia Mare","40","2500","10660","F"
"Maramures","Damacuseni","Baia Mare","60","2500","10661","F"
"Maramures","Danesti","Baia Mare","25","2500","10662","F"
"Maramures","Danestii Chioarului","Baia Mare","25","2500","22818","F"
"Maramures","Dealu Corbului","Baia Mare","60","2500","22819","F"
"Maramures","Dealu Mare","Baia Mare","80","2500","10663","F"
"Maramures","Desesti","Sighetu Marmatiei","30","2580","15672","F"
"Maramures","Dobricu Lapusului","Baia Mare","60","2500","22820","F"
"Maramures","Draghia","Baia Mare","75","2500","10664","F"
"Maramures","Dragomiresti","Sighetu Marmatiei","60","2580","15673","F"
"Maramures","Dumbrava","Baia Mare","55","2500","10665","F"
"Maramures","Dumbravita","Baia Mare","0","2500","10666","F"
"Maramures","Durusa","Baia Mare","52","2500","10667","F"
"Maramures","Fanate","Baia Mare","40","2500","10668","F"
"Maramures","Fantanele","Baia Mare","65","2500","10669","F"
"Maramures","Farcasa","Baia Mare","30","2500","10670","F"
"Maramures","Fauresti","Baia Mare","30","2500","10671","F"
"Maramures","Feresti","Sighetu Marmatiei","0","2580","15674","F"
"Maramures","Fericea","Baia Mare","50","2500","22821","F"
"Maramures","Fersig","Baia Mare","25","2500","10673","F"
"Maramures","Finteusu Mare","Baia Mare","30","2500","10674","F"
"Maramures","Finteusu Mic","Baia Mare","25","2500","10675","F"
"Maramures","Firiza","Baia Mare","25","2500","10676","F"
"Maramures","Francenii Boiului","Baia Mare","65","2500","22822","F"
"Maramures","Gardani","Baia Mare","40","2500","10677","F"
"Maramures","Giulesti","Sighetu Marmatiei","0","2580","15675","F"
"Maramures","Glod","Sighetu Marmatiei","40","2580","15676","F"
"Maramures","Groape","Baia Mare","55","2500","22823","F"
"Maramures","Grosi","Baia Mare","0","2500","10679","F"
"Maramures","Grosii Tiblesului","Baia Mare","70","2500","10680","F"
"Maramures","Handalu Ilbei","Baia Mare","0","2500","10683","F"
"Maramures","Harnicesti","Sighetu Marmatiei","25","2580","15677","F"
"Maramures","Hideaga","Baia Mare","0","2500","10684","F"
"Maramures","Hoteni","Sighetu Marmatiei","30","2580","15678","F"
"Maramures","Hovrila","Baia Mare","45","2500","10685","F"
"Maramures","Iadara","Baia Mare","40","2500","10686","F"
"Maramures","Iapa","Sighetu Marmatiei","0","2580","15680","F"
"Maramures","Ieud","Sighetu Marmatiei","60","2580","15681","F"
"Maramures","Ilba","Baia Mare","0","2500","10687","F"
"Maramures","Inau","Baia Mare","65","2500","22824","F"
"Maramures","Intrerauri","Baia Mare","45","2500","22825","F"
"Maramures","Izvoarele","Baia Mare","50","2500","10689","F"
"Maramures","Jugastreni","Baia Mare","66","2500","22826","F"
"Maramures","Lapus","Baia Mare","65","2500","10690","F"
"Maramures","Lapusel","Baia Mare","0","2500","10691","F"
"Maramures","Larga","Baia Mare","75","2500","22827","F"
"Maramures","Laschia","Baia Mare","30","2500","10692","F"
"Maramures","Lazu Baciului","Sighetu Marmatiei","0","2580","15683","F"
"Maramures","Leordina","Sighetu Marmatiei","50","2580","15684","F"
"Maramures","Libotin","Baia Mare","65","2500","10693","F"
"Maramures","Lucacesti","Baia Mare","30","2500","10694","F"
"Maramures","Lunca la Tisa","Sighetu Marmatiei","0","2580","15685","F"
"Maramures","Magureni","Baia Mare","35","2500","10695","F"
"Maramures","Manastirea","Sighetu Marmatiei","25","2580","22840","F"
"Maramures","Manau","Baia Mare","56","2500","10696","F"
"Maramures","Mara","Sighetu Marmatiei","25","2580","15686","F"
"Maramures","Merisor","Baia Mare","0","2500","10697","F"
"Maramures","Mesteacan","Baia Mare","50","2500","10698","F"
"Maramures","Miresu Mare","Baia Mare","45","2500","10701","F"
"Maramures","Mocira","Baia Mare","0","2500","10702","F"
"Maramures","Mogosesti","Baia Mare","0","2500","10704","F"
"Maramures","Moisei","Sighetu Marmatiei","70","2580","15687","F"
"Maramures","Nanesti","Sighetu Marmatiei","0","2580","15688","F"
"Maramures","Negreia","Baia Mare","0","2500","10705","F"
"Maramures","Nistru","Baia Mare","0","2500","10706","F"
"Maramures","Oarta de Jos","Baia Mare","75","2500","10707","F"
"Maramures","Oarta de Sus","Baia Mare","75","2500","22828","F"
"Maramures","Ocna Sugatag","Sighetu Marmatiei","0","2580","15689","F"
"Maramures","Ocolis","Baia Mare","0","2500","10708","F"
"Maramures","Odesti","Baia Mare","60","2500","10709","F"
"Maramures","Oncesti","Sighetu Marmatiei","0","2580","15690","F"
"Maramures","Ortita","Baia Mare","70","2500","10711","F"
"Maramures","Peteritea","Baia Mare","50","2500","10712","F"
"Maramures","Petrova","Sighetu Marmatiei","45","2580","15691","F"
"Maramures","Piatra","Sighetu Marmatiei","50","2580","15692","F"
"Maramures","Plopis","Baia Mare","25","2500","10713","F"
"Maramures","Poiana Botizii","Baia Mare","75","2500","10714","F"
"Maramures","Poienile de Sub Munte","Sighetu Marmatiei","85","2580","15693","F"
"Maramures","Poienile Izei","Sighetu Marmatiei","75","2580","15694","F"
"Maramures","Posta","Baia Mare","25","2500","15695","F"
"Maramures","Preluca Noua","Baia Mare","40","2500","22829","F"
"Maramures","Preluca Veche","Baia Mare","40","2500","10716","F"
"Maramures","Pribilesti","Baia Mare","0","2500","10717","F"
"Maramures","Prislop","Baia Mare","45","2500","10718","F"
"Maramures","Razoare","Baia Mare","55","2500","10719","F"
"Maramures","Recea","Baia Mare","0","2500","10720","F"
"Maramures","Remecioara","Baia Mare","30","2500","10721","F"
"Maramures","Remetea Chioarului","Baia Mare","25","2500","10722","F"
"Maramures","Remeti","Sighetu Marmatiei","25","2580","15696","F"
"Maramures","Remeti pe Somes","Baia Mare","52","2500","10723","F"
"Maramures","Repedea","Sighetu Marmatiei","60","2580","15697","F"
"Maramures","Rodina","Baia Mare","60","2500","10724","F"
"Maramures","Rogoz","Baia Mare","65","2500","10725","F"
"Maramures","Rohia","Baia Mare","55","2500","10726","F"
"Maramures","Rona de Jos","Sighetu Marmatiei","25","2580","15698","F"
"Maramures","Rona de Sus","Sighetu Marmatiei","35","2580","15699","F"
"Maramures","Rozavlea","Sighetu Marmatiei","30","2580","15700","F"
"Maramures","Rus","Baia Mare","0","2500","10728","F"
"Maramures","Ruscova","Sighetu Marmatiei","80","2580","15701","F"
"Maramures","Rusor","Baia Mare","35","2500","26679","F"
"Maramures","Sabisa","Baia Mare","0","2500","10730","F"
"Maramures","Sacalaseni","Baia Mare","0","2500","10731","F"
"Maramures","Sacel","Sighetu Marmatiei","50","2580","15702","F"
"Maramures","Saliste","Baia Mare","70","2500","22830","F"
"Maramures","Salistea de Sus","Sighetu Marmatiei","60","2580","15703","F"
"Maramures","Salnita","Baia Mare","60","2500","22831","F"
"Maramures","Salsig","Baia Mare","45","2500","10732","F"
"Maramures","Salta","Baia Mare","75","2500","22832","F"
"Maramures","Sapanta","Sighetu Marmatiei","30","2580","15704","F"
"Maramures","Sarasau","Sighetu Marmatiei","0","2580","15705","F"
"Maramures","Sarbi (Budesti)","Sighetu Marmatiei","45","2580","22841","F"
"Maramures","Sarbi (Farcasa)","Baia Mare","30","2500","10733","F"
"Maramures","Sasar","Baia Mare","0","2500","10734","F"
"Maramures","Sat-sugatag","Sighetu Marmatiei","25","2580","15706","F"
"Maramures","satu nou de jos","Baia Mare","0","2500","10736","F"
"Maramures","Satu Nou de Sus","Baia Mare","0","2500","10737","F"
"Maramures","Satulung","Baia Mare","0","2500","10738","F"
"Maramures","Seini","Baia Mare","0","2500","10739","F"
"Maramures","Sieu","Sighetu Marmatiei","30","2580","15707","F"
"Maramures","Sighetu Marmatiei","Sighetu Marmatiei","0","2580","54","F"
"Maramures","sindresti","Baia Mare","25","2500","10741","F"
"Maramures","Sisesti","Baia Mare","0","2500","10742","F"
"Maramures","Slatioara","Sighetu Marmatiei","45","2580","15708","F"
"Maramures","Somcuta Mare","Baia Mare","30","2500","10743","F"
"Maramures","Somes-Uileac","Baia Mare","60","2500","10744","F"
"Maramures","Stejera","Baia Mare","50","2500","22833","F"
"Maramures","Stoiceni","Baia Mare","55","2500","10745","F"
"Maramures","Strambu-Baiut","Baia Mare","65","2500","10746","F"
"Maramures","Stramtura","Sighetu Marmatiei","30","2580","15709","F"
"Maramures","Stremt","Baia Mare","77","2500","10747","F"
"Maramures","Suciu de Jos","Baia Mare","60","2500","10748","F"
"Maramures","Suciu de Sus","Baia Mare","70","2500","10749","F"
"Maramures","Sugau","Sighetu Marmatiei","0","2580","15710","F"
"Maramures","Surdesti","Baia Mare","0","2500","10751","F"
"Maramures","Tamaia","Baia Mare","30","2500","10752","F"
"Maramures","Tamasesti","Baia Mare","70","2500","10753","F"
"Maramures","Targu Lapus","Baia Mare","50","2500","10754","F"
"Maramures","Tautii de Sus","Baia Mare","0","2500","10755","F"
"Maramures","Tautii-Magheraus","Baia Mare","0","2500","22834","F"
"Maramures","Teceu Mic","Sighetu Marmatiei","45","2580","22843","F"
"Maramures","Ticau","Baia Mare","45","2500","10757","F"
"Maramures","Tisa","Sighetu Marmatiei","0","2580","15711","F"
"Maramures","Tohat","Baia Mare","35","2500","10759","F"
"Maramures","Trestia","Baia Mare","40","2500","10760","F"
"Maramures","Tulghies","Baia Mare","40","2500","10761","F"
"Maramures","Ulmeni","Baia Mare","50","2500","10762","F"
"Maramures","Ulmoasa","Baia Mare","45","2500","10763","F"
"Maramures","Unguras","Baia Mare","0","2500","22835","F"
"Maramures","Ungureni","Baia Mare","60","2500","10764","F"
"Maramures","Urmenis","Baia Mare","75","2500","10765","F"
"Maramures","Vad","Baia Mare","35","2500","10767","F"
"Maramures","Vadu Izei","Sighetu Marmatiei","0","2580","15712","F"
"Maramures","Valea Chioarului","Baia Mare","45","2500","22836","F"
"Maramures","Valea Cufundoasa","Sighetu Marmatiei","0","2580","22844","F"
"Maramures","Valea Hotarului","Sighetu Marmatiei","0","2580","15713","F"
"Maramures","Valea Neagra","Baia Mare","30","2500","22837","F"
"Maramures","Valea Stejarului","Sighetu Marmatiei","0","2580","15714","F"
"Maramures","Valea Viseului","Sighetu Marmatiei","70","2580","15715","F"
"Maramures","Valeni","Sighetu Marmatiei","30","2580","15716","F"
"Maramures","Valenii Lapusului","Baia Mare","65","2500","10769","F"
"Maramures","Valenii Somcutei","Baia Mare","40","2500","10770","F"
"Maramures","Varai","Baia Mare","40","2500","10771","F"
"Maramures","Vicea","Baia Mare","50","2500","10772","F"
"Maramures","Viile Apei","Baia Mare","0","2500","10773","F"
"Maramures","Vima Mare","Baia Mare","70","2500","22838","F"
"Maramures","Vima Mica","Baia Mare","70","2500","10774","F"
"Maramures","Viseu de Jos","Sighetu Marmatiei","60","2580","15717","F"
"Maramures","Viseu de Mijloc","Sighetu Marmatiei","60","2580","22845","F"
"Maramures","Viseu de Sus","Sighetu Marmatiei","60","2580","15718","F"
"Mehedinti","23 August","Drobeta-Turnu Severin","0","2600","25898","F"
"Mehedinti","Adunatii Teiului","Drobeta-Turnu Severin","40","2600","25720","F"
"Mehedinti","Albulesti","Drobeta-Turnu Severin","45","2600","12877","F"
"Mehedinti","Almajel","Drobeta-Turnu Severin","50","2600","12878","F"
"Mehedinti","Alunisul","Drobeta-Turnu Severin","0","2600","25721","F"
"Mehedinti","Arginesti","Drobeta-Turnu Severin","63","2600","12879","F"
"Mehedinti","Arvatesti","Drobeta-Turnu Severin","0","2600","25722","F"
"Mehedinti","Aurora","Drobeta-Turnu Severin","60","2600","12880","F"
"Mehedinti","Bacles","Drobeta-Turnu Severin","48","2600","12881","F"
"Mehedinti","Baditesti","Drobeta-Turnu Severin","0","2600","25729","F"
"Mehedinti","Bahna","Orsova","0","2670","12882","F"
"Mehedinti","Baia de Arama ","Drobeta-Turnu Severin","45","2600","12883","F"
"Mehedinti","Baia Noua","Orsova","0","2670","12884","F"
"Mehedinti","Bala","Drobeta-Turnu Severin","40","2600","12886","F"
"Mehedinti","Bala de Sus","Drobeta-Turnu Severin","43","2600","25900","F"
"Mehedinti","Balacita","Drobeta-Turnu Severin","57","2600","12887","F"
"Mehedinti","Balota","Drobeta-Turnu Severin","0","2600","12888","F"
"Mehedinti","Balotesti","Drobeta-Turnu Severin","0","2600","12889","F"
"Mehedinti","Balta","Drobeta-Turnu Severin","43","2600","12890","F"
"Mehedinti","Balta Verde","Drobeta-Turnu Severin","47","2600","25723","F"
"Mehedinti","Baltanele (Greci)","Drobeta-Turnu Severin","0","2600","25724","F"
"Mehedinti","Baltanele (Prunisor)","Drobeta-Turnu Severin","0","2600","25725","F"
"Mehedinti","Baluta","Drobeta-Turnu Severin","65","2600","12891","F"
"Mehedinti","Balvanesti","Drobeta-Turnu Severin","23","2600","12892","F"
"Mehedinti","Balvanestii de Jos","Drobeta-Turnu Severin","30","2600","25726","F"
"Mehedinti","Baraiacu","Drobeta-Turnu Severin","65","2600","25727","F"
"Mehedinti","Barda","Drobeta-Turnu Severin","0","2600","25728","F"
"Mehedinti","Barlogeni","Drobeta-Turnu Severin","50","2600","12893","F"
"Mehedinti","Batoti","Drobeta-Turnu Severin","20","2600","12894","F"
"Mehedinti","Biban","Drobeta-Turnu Severin","50","2600","25730","F"
"Mehedinti","Bistretu","Drobeta-Turnu Severin","33","2600","12896","F"
"Mehedinti","Bistrita","Drobeta-Turnu Severin","0","2600","12897","F"
"Mehedinti","Blidaru","Drobeta-Turnu Severin","43","2600","25731","F"
"Mehedinti","Bobaita","Drobeta-Turnu Severin","0","2600","25732","F"
"Mehedinti","Boceni","Drobeta-Turnu Severin","35","2600","12898","F"
"Mehedinti","Borogea","Drobeta-Turnu Severin","26","2600","25733","F"
"Mehedinti","Bragleasa","Drobeta-Turnu Severin","38","2600","25734","F"
"Mehedinti","Branistea","Drobeta-Turnu Severin","58","2600","12900","F"
"Mehedinti","Branzeni","Drobeta-Turnu Severin","55","2600","25735","F"
"Mehedinti","Bratesul","Drobeta-Turnu Severin","45","2600","25736","F"
"Mehedinti","Bratilovu","Drobeta-Turnu Severin","62","2600","12901","F"
"Mehedinti","Brativoesti","Drobeta-Turnu Severin","45","2600","25737","F"
"Mehedinti","Brebina","Drobeta-Turnu Severin","50","2600","12902","F"
"Mehedinti","Breta","Drobeta-Turnu Severin","54","2600","25738","F"
"Mehedinti","Breznicioara","Drobeta-Turnu Severin","51","2600","25739","F"
"Mehedinti","Breznita-Motru","Drobeta-Turnu Severin","56","2600","12903","F"
"Mehedinti","Breznita-Ocol","Drobeta-Turnu Severin","0","2600","12904","F"
"Mehedinti","Brosteni","Drobeta-Turnu Severin","30","2600","12905","F"
"Mehedinti","Bucura","Drobeta-Turnu Severin","33","2600","12906","F"
"Mehedinti","Budanesti","Drobeta-Turnu Severin","0","2600","25740","F"
"Mehedinti","Buicani","Drobeta-Turnu Severin","58","2600","25741","F"
"Mehedinti","Buicesti","Drobeta-Turnu Severin","0","2600","25742","F"
"Mehedinti","Bunoaica","Drobeta-Turnu Severin","26","2600","25743","F"
"Mehedinti","Burila Mare","Drobeta-Turnu Severin","36","2600","12907","F"
"Mehedinti","Burila Mica","Drobeta-Turnu Severin","38","2600","25744","F"
"Mehedinti","Busesti","Drobeta-Turnu Severin","55","2600","25745","F"
